Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Affiliations,Authors with affiliations,Funding Details
Colmenero Fonseca F.; RodrÃ­guez PÃ©rez R.; Perlaza RodrÃ­guez J.; Palomino Bernal J.F.; CÃ¡rcel-Carrasco J.,"Colmenero Fonseca, Fabiola (57204930349); RodrÃ­guez PÃ©rez, Ramiro (58848568400); Perlaza RodrÃ­guez, Juana (58787414000); Palomino Bernal, Juan Francisco (58849274500); CÃ¡rcel-Carrasco, Javier (55862915500)",57204930349; 58848568400; 58787414000; 58849274500; 55862915500,"Sustainable Built Environments: Building Information Modeling, Biomaterials, and Regenerative Practices in Mexico",2024,Buildings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183413182&doi=10.3390%2fbuildings14010202&partnerID=40&md5=eba3781f8ce472805ff31d37a00947bf,"Institute of Materials Technology, Universitat PolitÃ¨cnica de ValÃ¨ncia, Valencia, 46022, Spain; Department of Earth Sciences: Architecture, Tecnologico Nacional de MÃ©xico, Instituto TecnolÃ³gico de Ciudad GuzmÃ¡n, Av. Tecnologico 100, Cd Guzman 49100, Jalisco, Mexico; Department of European Mediterranean Cultures: Architecture, Environment and Cultural Heritage, UniversitÃ  Degli Studi della Basilicata, Via Lanera 20, Matera, 85100, Italy","Colmenero Fonseca F., Institute of Materials Technology, Universitat PolitÃ¨cnica de ValÃ¨ncia, Valencia, 46022, Spain; RodrÃ­guez PÃ©rez R., Department of Earth Sciences: Architecture, Tecnologico Nacional de MÃ©xico, Instituto TecnolÃ³gico de Ciudad GuzmÃ¡n, Av. Tecnologico 100, Cd Guzman 49100, Jalisco, Mexico; Perlaza RodrÃ­guez J., Department of European Mediterranean Cultures: Architecture, Environment and Cultural Heritage, UniversitÃ  Degli Studi della Basilicata, Via Lanera 20, Matera, 85100, Italy; Palomino Bernal J.F., Department of Earth Sciences: Architecture, Tecnologico Nacional de MÃ©xico, Instituto TecnolÃ³gico de Ciudad GuzmÃ¡n, Av. Tecnologico 100, Cd Guzman 49100, Jalisco, Mexico; CÃ¡rcel-Carrasco J., Institute of Materials Technology, Universitat PolitÃ¨cnica de ValÃ¨ncia, Valencia, 46022, Spain","MarÃ­a Zambrano; European Commission, EC, (PAIDPD-22); Euskal Herriko Unibertsitatea, EHU; Universitat PolitÃ¨cnica de ValÃ¨ncia, UPV; Ministerio de Universidades, MIU"
Alatalo E.; Leino H.; Jokinen A.,"Alatalo, Elina (6507069817); Leino, Helena (18437081700); Jokinen, Ari (15827890900)",6507069817; 18437081700; 15827890900,Heterotopic diversity of coworking spaces: Providing adaptive capacity for cities,2024,Cities,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179494377&doi=10.1016%2fj.cities.2023.104717&partnerID=40&md5=2088dcc583fbbf82663662c945ffc8bd,"Environmental Policy in the Faculty of Management and Business, Tampere University, Tampere, Finland","Alatalo E., Environmental Policy in the Faculty of Management and Business, Tampere University, Tampere, Finland; Leino H., Environmental Policy in the Faculty of Management and Business, Tampere University, Tampere, Finland; Jokinen A., Environmental Policy in the Faculty of Management and Business, Tampere University, Tampere, Finland","Academy of Finland, AKA, (303481, 320206, 351019, CICAT2025); Tampereen Yliopisto, UTA; Strategic Research Council, RSF"
Shirokikh I.G.; Bokov N.A.; Dabakh E.V.; Kondakova L.V.; Shirokikh A.A.; Ashikhmina T.Y.,"Shirokikh, I.G. (6602890772); Bokov, N.A. (57225148744); Dabakh, E.V. (55586062700); Kondakova, L.V. (55585830400); Shirokikh, A.A. (6602319604); Ashikhmina, T. Ya. (43860915800)",6602890772; 57225148744; 55586062700; 55585830400; 6602319604; 43860915800,Prokaryotic Communities during the Self-Overgrowing of a Chemical Industry Waste Storage Facility,2024,Contemporary Problems of Ecology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189973650&doi=10.1134%2fS1995425524020112&partnerID=40&md5=300711dbc3b2f3a1569eea7c9420c9ce,"Institute of Biology, Komi Science Centre, Ural Branch, Russian Academy of Sciences, Syktyvkar, 167982, Russian Federation; Vyatsky State University Kirov, Kirov, 610000, Russian Federation; Rudnitsky Federal Agricultural Research Center of the North-East Kirov, Kirov, 610007, Russian Federation","Shirokikh I.G., Institute of Biology, Komi Science Centre, Ural Branch, Russian Academy of Sciences, Syktyvkar, 167982, Russian Federation, Vyatsky State University Kirov, Kirov, 610000, Russian Federation, Rudnitsky Federal Agricultural Research Center of the North-East Kirov, Kirov, 610007, Russian Federation; Bokov N.A., Vyatsky State University Kirov, Kirov, 610000, Russian Federation, Rudnitsky Federal Agricultural Research Center of the North-East Kirov, Kirov, 610007, Russian Federation; Dabakh E.V., Institute of Biology, Komi Science Centre, Ural Branch, Russian Academy of Sciences, Syktyvkar, 167982, Russian Federation, Vyatsky State University Kirov, Kirov, 610000, Russian Federation; Kondakova L.V., Institute of Biology, Komi Science Centre, Ural Branch, Russian Academy of Sciences, Syktyvkar, 167982, Russian Federation, Vyatsky State University Kirov, Kirov, 610000, Russian Federation; Shirokikh A.A., Vyatsky State University Kirov, Kirov, 610000, Russian Federation, Rudnitsky Federal Agricultural Research Center of the North-East Kirov, Kirov, 610007, Russian Federation; Ashikhmina T.Y., Institute of Biology, Komi Science Centre, Ural Branch, Russian Academy of Sciences, Syktyvkar, 167982, Russian Federation, Vyatsky State University Kirov, Kirov, 610000, Russian Federation",
Ahn B.,"Ahn, Byeongsun (57869973100)",57869973100,The politics of living-with-difference: Local perception of diversity and coexistence around participatory place-making in a multiethnic neighbourhood,2024,Environment and Planning C: Politics and Space,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173782085&doi=10.1177%2f23996544231207731&partnerID=40&md5=d18654a3f778b62dcac74f80a1ea1216,"University of Vienna, Austria","Ahn B., University of Vienna, Austria","Literar-Mechana Copyright Collecting Society; Austrian Science Fund, FWF, (P 30617); Austrian Science Fund, FWF"
Feng X.; Navakatikyan M.; Eckermann S.; Astell-Burt T.,"Feng, Xiaoqi (58941722900); Navakatikyan, Michael (6603226748); Eckermann, Simon (15839401700); Astell-Burt, Thomas (36924540400)",58941722900; 6603226748; 15839401700; 36924540400,"Show me the money! Associations between tree canopy and hospital costs in cities for cardiovascular disease events in a longitudinal cohort study of 110,134 participants",2024,Environment International,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187806455&doi=10.1016%2fj.envint.2024.108558&partnerID=40&md5=62b0b8dcb6f5ac1fd7259e328c86f07d,"School of Population Health, University of New South Wales, Sydney, NSW, Australia; George Institute of Global Health, Sydney, NSW, Australia; Population Wellbeing and Environment Research Lab (PowerLab), Sydney, NSW, Australia; School of Architecture, Design and Planning, University of Sydney, Sydney, NSW, Australia; School of Health and Society, University of Wollongong, Wollongong, NSW, Australia","Feng X., School of Population Health, University of New South Wales, Sydney, NSW, Australia, George Institute of Global Health, Sydney, NSW, Australia, Population Wellbeing and Environment Research Lab (PowerLab), Sydney, NSW, Australia; Navakatikyan M., School of Population Health, University of New South Wales, Sydney, NSW, Australia, Population Wellbeing and Environment Research Lab (PowerLab), Sydney, NSW, Australia; Eckermann S., School of Health and Society, University of Wollongong, Wollongong, NSW, Australia; Astell-Burt T., Population Wellbeing and Environment Research Lab (PowerLab), Sydney, NSW, Australia, School of Architecture, Design and Planning, University of Sydney, Sydney, NSW, Australia, School of Health and Society, University of Wollongong, Wollongong, NSW, Australia","NSW Ministry of Health; Sax Institute's Secure Unified Research Environment; SURE; Cancer Council Tasmania; National Heart Foundation of Australia; National Health and Medical Research Council, NHMRC, (1140317, 1148792); National Health and Medical Research Council, NHMRC"
Valdeolmillos N.A.A.; Furlan R.; Tadi M.; Sinclair B.R.; Awwaad R.,"Valdeolmillos, Nur Alah Abdelzayed (57222736404); Furlan, Raffaello (57222376471); Tadi, Massimo (54791362300); Sinclair, Brian R. (56715211200); Awwaad, Reem (57188817843)",57222736404; 57222376471; 54791362300; 56715211200; 57188817843,Towards a knowledge-hub destination: analysis and recommendation for implementing TOD for Qatar national library metro station,2024,"Environment, Development and Sustainability",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150612898&doi=10.1007%2fs10668-023-03118-y&partnerID=40&md5=52dfb930a8fa53ea5f4812da989649c2,"Department of Architecture and Urban Planning, Qatar University, Doha, 3263, Qatar; IMMdesignLab, POLIMI, Politecnico di Milano, Milan, Italy; Calgary University, Calgary, Canada","Valdeolmillos N.A.A., Department of Architecture and Urban Planning, Qatar University, Doha, 3263, Qatar; Furlan R., Department of Architecture and Urban Planning, Qatar University, Doha, 3263, Qatar; Tadi M., IMMdesignLab, POLIMI, Politecnico di Milano, Milan, Italy; Sinclair B.R., Calgary University, Calgary, Canada; Awwaad R., Department of Architecture and Urban Planning, Qatar University, Doha, 3263, Qatar","Qatar University, QU, (QUST-1- CENG-20/21-16); Qatar University, QU"
Dos Santos Facundes A.; Rodriguez Chuma V.J.U.; Mustin K.,"Dos Santos Facundes, Alessandra (58994439000); Rodriguez Chuma, Victor Juan Ulises (57190278779); Mustin, Karen (24332638900)",58994439000; 57190278779; 24332638900,Urban green space exposure is low and unequally distributed in an Amazonian metropolis,2024,Environmental Conservation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190868278&doi=10.1017%2fS0376892924000092&partnerID=40&md5=9fdb9c63f5ce9fe196e4e967c8ea8995,"Post-Graduate Program in Tropical Biodiversity (PPGBIO), Federal University of Amapá (UNIFAP), AP, Macapá, Brazil; Faculty of Forest Sciences, National University of the Peruvian Amazon (UNAP), Iquitos, Peru; Department of Biodiversity, Ecology and Evolution, Complutense University of Madrid, Madrid, Spain","Dos Santos Facundes A., Post-Graduate Program in Tropical Biodiversity (PPGBIO), Federal University of Amapá (UNIFAP), AP, Macapá, Brazil; Rodriguez Chuma V.J.U., Faculty of Forest Sciences, National University of the Peruvian Amazon (UNAP), Iquitos, Peru; Mustin K., Post-Graduate Program in Tropical Biodiversity (PPGBIO), Federal University of Amapá (UNIFAP), AP, Macapá, Brazil, Department of Biodiversity, Ecology and Evolution, Complutense University of Madrid, Madrid, Spain",
Mencarini V.; Lobosco G.; Emanueli L.; Tondello M.,"Mencarini, Vittoria (58452977000); Lobosco, Gianni (57203435066); Emanueli, Luca (57203435361); Tondello, Massimo (58931561500)",58452977000; 57203435066; 57203435361; 58931561500,Soil Displacement. Landscape Project as an Infrastructure Across Building Geography and Grounding Metabolism. The Case Study of Pialassa Piomboni Constructed Wetland in Ravenna,2024,Environmental History (Netherlands),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187458818&doi=10.1007%2f978-3-031-25713-1_28&partnerID=40&md5=9e7a3415fa1ce6d9459875b0745d5052,"IDAUP International Doctorate in Architecture and Urban Planning, Department of Architecture, University of Ferrara, Ferrara, Italy; Sealine Research Center, University of Ferrara Department of Architecture, Ferrara, Italy","Mencarini V., IDAUP International Doctorate in Architecture and Urban Planning, Department of Architecture, University of Ferrara, Ferrara, Italy; Lobosco G., Sealine Research Center, University of Ferrara Department of Architecture, Ferrara, Italy; Emanueli L., Sealine Research Center, University of Ferrara Department of Architecture, Ferrara, Italy; Tondello M., Sealine Research Center, University of Ferrara Department of Architecture, Ferrara, Italy",
Zhang H.; Zhang X.; Lv Y.; Ni Y.; Xu B.; Han X.; Cao X.; Yang Q.; Xu W.; Qian Z.,"Zhang, Haonan (56807168400); Zhang, Xingshuo (58725437700); Lv, Yingying (58897822100); Ni, Yanyan (57037738900); Xu, Baokun (57926192900); Han, Xiangnan (58897386600); Cao, Xiao (57934824600); Yang, Qingpei (35735605800); Xu, Wanggu (54404213700); Qian, Zhedong (57192189216)",56807168400; 58725437700; 58897822100; 57037738900; 57926192900; 58897386600; 57934824600; 35735605800; 54404213700; 57192189216,How topography and neighbor shape the fate of trees in subtropical forest restoration: Environmental filtering and resource competition drive natural regeneration,2024,Forest Ecosystems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185591561&doi=10.1016%2fj.fecs.2024.100169&partnerID=40&md5=646312af9e77d50c839ce46e320c184f,"Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; College of Forestry, Jiangxi Agricultural University, Nanchang, 330045, China","Zhang H., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Zhang X., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Lv Y., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Ni Y., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Xu B., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Han X., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Cao X., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Yang Q., College of Forestry, Jiangxi Agricultural University, Nanchang, 330045, China; Xu W., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China; Qian Z., Innovative Research Team for Forest Restoration Mechanisms, Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (MEE), Nanjing, 210042, China","Central Public Welfare Scientific Institution Basal Research Fund; Nanjing Institute of Environmental Sciences MEE, (ZX2023QT022); Research and demonstration of key technologies for dynamic supervision of nature reserves, (201509042); Sino-German Environmental Partnership; Ministry of Ecology and Environment, The Peopleâ€™s Republic of China, MEE, (GYZX210302)"
Sha S.; Cheng Q.; Lu M.,"Sha, Shiyan (57982297900); Cheng, Qi (58596049300); Lu, Ming (55219962500)",57982297900; 58596049300; 55219962500,Building a â€œreservoir of social resilience:â€ A strategy for social infrastructure regeneration in shrinking cities based on social network analysis,2024,Habitat International,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181074567&doi=10.1016%2fj.habitatint.2023.102991&partnerID=40&md5=08244e0e735c71aaea6ea97a10854223,"School of Architecture, Harbin Institute of Technology, Key Laboratory of Cold Region Urban and Rural Human Settlement Environment Science and Technology, Ministry of Industry and Information Technology, Harbin, 150006, China","Sha S., School of Architecture, Harbin Institute of Technology, Key Laboratory of Cold Region Urban and Rural Human Settlement Environment Science and Technology, Ministry of Industry and Information Technology, Harbin, 150006, China; Cheng Q., School of Architecture, Harbin Institute of Technology, Key Laboratory of Cold Region Urban and Rural Human Settlement Environment Science and Technology, Ministry of Industry and Information Technology, Harbin, 150006, China; Lu M., School of Architecture, Harbin Institute of Technology, Key Laboratory of Cold Region Urban and Rural Human Settlement Environment Science and Technology, Ministry of Industry and Information Technology, Harbin, 150006, China","National Natural Science Foundation of China, NSFC, (52078160); Humanities and Social Science Fund of Ministry of Education of China, (16YJA840010)"
